gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
KCNG1	3.9624485684697297	3.4248288566919523	3.293249181668439	0.0063506244984732505	0.027332892687795114	-2.94780315818143
GINS2	0.9162709512927258	4.433672393133552	3.292002033762492	0.006365378152276945	0.02738937803515581	-3.177396493500731
ADM5	1.812408293900832	-0.038377191499332504	3.2895248336248284	0.006394786042267074	0.027494798928724154	-2.44650112714554
IL20RB	2.562653306003691	-1.2578673587322864	3.2889416896413564	0.0064017287337905055	0.027517609930643738	-2.3209177164979273
C19ORF70	0.4697133220650844	5.555259809025747	3.288129244867654	0.006411414094655879	0.02754515252783266	-3.3220252056830892
ERI1	0.9055976269137433	4.716813610195641	3.2878217700236263	0.006415083441863797	0.027553873602710152	-3.2331135842200602
GEN1	0.7695349979013955	4.6358136837267505	3.2846973008108487	0.006452490832912553	0.02770038657184196	-3.2262015856772557
MLC1	4.049015440341895	-2.8506129935129594	3.2838360365199053	0.006462840930633	0.027730652928554717	-2.208864420587872
SNRPC	0.5519820051899389	6.6313215115216995	3.2829315973107933	0.006473727933312181	0.02776728989646324	-3.358183769032542
UAP1	1.8168938157967087	6.273812845710999	3.2812647703103917	0.0064938405892281965	0.02784234152631589	-3.360164697718849
NUP153	0.6638084372572637	6.782827675874035	3.279699949291459	0.006512779847453572	0.027902189879212894	-3.363496667976338
LLPH	0.7644333870768394	5.762282656027881	3.27948529102258	0.006515382236815558	0.027905423872662073	-3.349663680406394
RNF168	0.7774796318299257	4.7225904146866	3.2793638154818785	0.006516855399547726	0.027905423872662073	-3.249810163729424
WDR46	1.1668465896034768	6.670588220046422	3.276516540052814	0.006551481525268715	0.028015032016211874	-3.370041546471711
FBXO21	0.37507536457265545	5.511160595370421	3.276436811135781	0.006552453790428326	0.028015032016211874	-3.3410060989531507
FOLH1	3.589664847204527	1.5583864676276142	3.2757256668223613	0.006561132386996694	0.028034129591628508	-2.643884119298005
ZNF598	0.48033122476857315	6.1325932396684575	3.275662017757952	0.006561909707374579	0.028034129591628508	-3.3685524950462256
GORASP2	0.533625204351047	7.064608562558984	3.27250189404992	0.00660062020863833	0.028172202866418517	-3.3749780947412606
BUB3	0.9918971451803955	7.156329509338332	3.2724752058999163	0.006600948110189572	0.028172202866418517	-3.374454465612015
FHOD1	0.6038801995101402	5.973006233441416	3.2709530672266265	0.006619676982011729	0.028244963451807853	-3.3735740472898605
UFD1L	0.8245715479539673	6.2478130708543	3.2706070572384958	0.006623941878366573	0.028255987601448478	-3.379802594467143
C1D	0.5996249403247114	4.138900176437617	3.2702426339796418	0.006628436735920896	0.028267986861360693	-3.157262535553751
C12ORF45	0.608633027146638	4.6231837456851625	3.2687861462550263	0.00664643207720394	0.0283021261944758	-3.253904197233715
CCDC150	0.9257304709988998	2.393379480185106	3.268349713465256	0.006651833935363058	0.02831705233848066	-2.780163313199278
PPIB	0.8933452454967128	8.709994509236465	3.2679609590918965	0.00665664939688037	0.028317351470150885	-3.3641379710926254
DUS3L	1.2030742182956597	4.999939430999728	3.2678332045005765	0.006658232648591295	0.028317351470150885	-3.3087138436139023
PCBP4	1.5971269745207888	6.6955474186223976	3.266941248176887	0.0066692971872329854	0.028355901296692333	-3.387855446436519
MAPKAPK5	0.355790934629689	5.420925377609966	3.2641888740409795	0.006703557010406109	0.028465559038376824	-3.3572509477524513
KIF15	1.2998593050773577	4.687050370064937	3.264020608219729	0.00670565723217035	0.028467284945967942	-3.27287561738933
TIMM10	0.8965960540030711	4.670679370144374	3.261553133615033	0.006736531600539312	0.028575207874027966	-3.2749018150770155
CDCA5	1.3923388133121337	5.779273670584302	3.261445631793478	0.006737879978864332	0.028575207874027966	-3.3841838252772556
MOCS3	0.9647958312118026	4.523455021393595	3.2611904465185244	0.006741081818496616	0.02858157470319693	-3.2511939872571762
NUP107	0.947095225240651	5.960769335706984	3.2607202844104264	0.006746985020340076	0.028599388962636984	-3.392302996408268
HCCS	0.6073113611750962	5.080209921928906	3.257674241223744	0.006785356775021232	0.028733053997929418	-3.337144865308967
TIGD3	2.43853707593722	-2.3802524003160324	3.256808685468461	0.006796300532024195	0.028772146861896886	-2.2859859952431183
ABCG2	2.181809189088164	0.9205906451547402	3.254312065836651	0.006827966748702648	0.028884378843555353	-2.6107174923031176
GNL3	0.6559916729485948	6.986804079082516	3.253876923927419	0.0068335011507167495	0.028893246249080854	-3.4103348098378854
THAP5	0.676050708096886	4.829053728696079	3.252258618248178	0.006854123514207523	0.02896586721229214	-3.315644424285061
GNPNAT1	1.1521875179707406	5.915644547318887	3.2495535956694654	0.0068887344389102195	0.02909750181321037	-3.411676720500542
SLC39A1	0.41034730733280433	7.421063489184406	3.2491880769267127	0.0068934247796051526	0.029105179728205463	-3.416508247194894
TIMM21	0.5267174201705265	4.637853519526644	3.2490491946493942	0.006895207763291311	0.029105179728205463	-3.293052617368943
SLC10A4	3.8848642754556173	-2.975960379268172	3.2490071718214653	0.006895747347992751	0.029105179728205463	-2.261046044946383
SEC14L1P1	0.888411707795929	1.2934418644349164	3.2472322562980813	0.006918576700149772	0.02917955297350495	-2.664020563123774
ZNF280C	0.7826489880903349	2.7037410977229173	3.2440154591850052	0.006960146379195208	0.02930340185248844	-2.882315157941714
MYPN	3.848209625475511	-0.07512102145200883	3.243613796880993	0.006965354603941996	0.02931064467412447	-2.5253211577822423
CCNB2	0.9180148562906423	5.679701599232656	3.24296485999034	0.006973777467032127	0.029333066246554775	-3.4139516350622756
HLA-DQB1	3.6683336786171226	2.295482100658875	3.242934373143274	0.006974173423051877	0.029333066246554775	-2.8103120379443878
KRT14	4.154172229663826	-2.822113557091704	3.2393175893848043	0.007021308667038731	0.02949833769582672	-2.2869162699188856
HOXA13	5.038495765781159	-0.16981402077106048	3.235426337695267	0.007072379798852152	0.029692324561609074	-2.5296613876367204
THUMPD3	0.3684750916568795	5.596796151542825	3.234911299923449	0.007079167483817392	0.029700341462935324	-3.4241523646218344
THSD1	1.584517818828233	1.1817072720391173	3.234673410990792	0.007082304840817342	0.02970608870966236	-2.674329030974061
EML4	0.47495643795455944	6.316245917808257	3.2332483469544413	0.007101128433438472	0.029770183482364775	-3.4503668680189623
CTD-2116N17.1	1.001020523392891	1.989666016002831	3.2313000382749073	0.007126945206130033	0.02985607379846148	-2.7837464896814055
TIMM44	0.663597934610971	5.6667880987201285	3.2296773672705545	0.007148519225789362	0.029931530300907273	-3.438121096717656
MRPS28	0.520516751072785	4.661222645645879	3.229183718365958	0.007155095528089192	0.029944146050944986	-3.3338012366851286
CRHBP	2.8894502373298545	-2.0725035510301035	3.2284869462342236	0.0071643881846330006	0.029966232182339608	-2.3579292860778605
PDXP	0.8472265038993791	5.5150409037707	3.226151682198505	0.0071956217806743335	0.03007630322501704	-3.4352028267097907
PPP1R2	0.5902947280446202	5.551466569610614	3.2252433857994616	0.007207807076821552	0.030116643149095262	-3.439277654870927
MCM8	1.4183499184333206	5.900416409804867	3.2251652152514665	0.007208856749497842	0.030116643149095262	-3.4567270584822873
SPAST	0.4977234348199291	4.555755926436694	3.223783418691294	0.007227436947766952	0.030179262802762525	-3.3267641373493992
NOP16	0.895870670326941	5.981355294583813	3.2217387099539967	0.007255019543634702	0.03024934593645955	-3.4658029600580713
STOML2	0.6881042117066638	6.983481059200257	3.2211653785292387	0.0072627726682871355	0.030266770568410272	-3.4714732203012932
PRPF4	0.9431686119678977	6.07555369859692	3.221163331648189	0.007262800363086728	0.030266770568410272	-3.4692061588407883
RPGR	0.9295780571167813	3.5657535876976283	3.2208770953552524	0.007266674258379423	0.030275407600541142	-3.115449240323846
SRSF1	0.829068834187173	7.98083822305998	3.218551877967792	0.0072982208123712694	0.03038424503183649	-3.4689806355092383
GRK6	0.6037572269766374	5.6445669275594925	3.2158699905759542	0.007334777818667737	0.030501639481898803	-3.462676179913154
GFM2	0.40500346090975015	5.801068024490494	3.2158382639477443	0.007335211389397089	0.030501639481898803	-3.4703980666472463
VDAC2	0.4753076335484874	7.395771418633526	3.215117994854075	0.007345061417005769	0.03051877558358862	-3.480290208602619
HCFC1	0.6039960080371554	7.136285566938999	3.214244233490074	0.0073570284205788485	0.0305458440377146	-3.4833786785428575
SH3GL1	0.6902015810171616	6.935413215862572	3.2137160478537554	0.007364271958120023	0.030568367201808652	-3.485726149011172
CTC-471F3.5	1.7981674086658799	-1.694575007434964	3.2122082482956986	0.00738498948552601	0.030639229396009784	-2.4172584382476536
SLC39A3	0.6221674920437117	5.325551800523765	3.2118524060106557	0.0073898874034623585	0.030645839620485914	-3.447211997359915
HSPB11	0.4961641156924861	4.779260668646397	3.2090129045844225	0.007429088587634243	0.03076348114213512	-3.389451034508001
C20ORF27	0.8484686472810212	6.318815494428144	3.208845119144904	0.007431411521215481	0.03076348114213512	-3.4959710489887916
PTGER4	2.1568924867225197	0.9840725577564309	3.207983035394437	0.007443358328177501	0.03080534927891634	-2.7017410652481266
SMARCD1	0.6924858760190293	7.209731576880025	3.206773265035063	0.007460156032569632	0.03086309367890268	-3.496885151279904
ADGRE5	0.9978284465950304	6.549502980800998	3.2056473637349305	0.0074758235208970255	0.03090926590792529	-3.5028434278027785
AC009237.11	1.9182530568360887	-2.655582192470977	3.2052825981096493	0.0074809065255816804	0.03092267485869437	-2.3561333927617953
CNKSR2	2.930454423992631	0.7602361921788358	3.204771683429805	0.007488031969549093	0.030936910843709833	-2.684097786209991
RPS15	0.5472967858360516	9.010367365570398	3.2045097636966537	0.007491687469361972	0.03094440680697141	-3.476844892878404
GLS	1.186140288004756	7.133276679490812	3.2034005821407407	0.0075071877698537634	0.03100081200194894	-3.5036429974403545
ASNSD1	0.5857476483674384	5.888530534871316	3.203217407464169	0.007509750657631	0.031001654331301382	-3.497305745174663
GFER	0.5415284878646069	4.414231163920595	3.2026652523123773	0.007517481467857595	0.031017940450827793	-3.3404086281276526
TMEM38B	1.019061843953411	4.649953389127524	3.20108145783539	0.007539700923455304	0.031081617223574515	-3.3844140435640955
ZNF850	1.1044541763983409	2.96847862596891	3.2006784729671334	0.0075453650497535685	0.031097339477981416	-3.0164340773490315
HOXA6	1.4554978186467258	-0.19354378250520632	3.1983743420934427	0.007577833006275279	0.03121584297462466	-2.593712744199177
PCDHB9	3.3045807298859433	0.3765840814193615	3.198125544329978	0.007581347270234651	0.031218350714207102	-2.6560612330247846
AKR1C3	3.1090042423103283	-0.38808721738362184	3.1979754472552613	0.007583468182459469	0.031218350714207102	-2.572839065837719
DUSP14	0.6570158131163533	5.723052522605196	3.197684413662876	0.007587582268456919	0.031218350714207102	-3.5005985724686584
RP4-800G7.3	1.4533713953819958	-2.340337318517907	3.196568286030657	0.007603380833180725	0.031275090960173384	-2.3932563899192147
XBP1	0.8682471828044935	6.439921793944937	3.1938646164085593	0.007641788187292484	0.03141769424261859	-3.52464394832439
ARMC8	0.448401630961742	5.322859579304279	3.1935697962036382	0.0076459880918739054	0.03142727362683412	-3.4811028286050485
CFAP45	2.909800033701303	0.08296826756738727	3.192843500482862	0.007656344562555872	0.031444895630237904	-2.6341577922968473
CDR2	0.8353125318150889	4.795908535864897	3.192746955759138	0.007657722286148076	0.031444895630237904	-3.4220818143649376
DDX10	0.671896938181666	5.005391315996034	3.1927443736601226	0.007657759136940784	0.031444895630237904	-3.449496078929848
PSMA5	0.7847044452255476	6.807567988167466	3.191878055321391	0.007670133006981638	0.03148801305528588	-3.527391497836268
NPM3	0.9152079074806112	5.021153980177655	3.1914664792056695	0.0076760187171136815	0.03149708211738261	-3.4537499687860316
ACTBP7	1.1879762346209874	-0.3596172311115325	3.1908241280427836	0.007685213694568603	0.03150065242673491	-2.588832782366803
GDNF	5.806792403390735	2.704122936058906	3.190807679828883	0.007685449289153855	0.03150065242673491	-2.980565724866243
CTD-2192J16.24	2.9727157276156824	-1.4812855243941416	3.1907460834760752	0.007686331623849577	0.03150065242673491	-2.4738939553486388
ATP5G3	1.0019068779964995	8.132002174324345	3.190073479683995	0.007695972951667867	0.031524790981886874	-3.5199741619348353
ASB9	1.2315187358371809	4.507777941515987	3.1875813874769694	0.007731801683121507	0.031640708762654776	-3.3855623641068937
RAET1E	3.282975948011037	-0.7105498518693665	3.185738250030937	0.007758408390177092	0.03172641601306724	-2.55943957969434
CH507-9B2.5	2.885867829337932	4.822922094445119	3.185228114101028	0.007765788755284764	0.03174549992983825	-3.4398265848741163
MESP1	3.0241857358637922	-0.17949861356695643	3.1787559748615988	0.007860039935714814	0.032079575327721925	-2.6305546647839697
PCBP1	0.438910439261079	8.505196608791472	3.1785162309802253	0.007863553256798899	0.03208612274508839	-3.5350692457441366
PPM1J	2.1830715842337955	0.49209369207538234	3.174638275447005	0.00792060267636282	0.032270650903568704	-2.7107693049730908
SLC39A10	1.1003631706151777	5.777432482068541	3.174528932351716	0.007922217268288479	0.032270650903568704	-3.5463884919751045
TXNRD1	0.8995526968718188	8.21441812880722	3.1743440933481653	0.007924947407820425	0.0322739498626697	-3.547999979663946
NUP58	0.9465813656346187	6.342263476791351	3.172396941091547	0.00795376512994954	0.032367779791540416	-3.5642374256304663
TOP1MT	0.3238821251679642	5.327575038618545	3.1714317220961217	0.007968089366021683	0.032394697139508086	-3.5227812818550364
NAA38	0.4917223278357232	5.381530792088959	3.171196193195323	0.007971588646429863	0.03240108594450948	-3.5276461841924522
PAIP1	0.4019048442467854	6.59445813046142	3.1705931145721875	0.007980555704831098	0.0324296904572283	-3.5681410804151437
SPOPL	0.7339615925113985	4.466471612834903	3.169005254664401	0.008004213843523915	0.03250225225129414	-3.4126258555981357
NRG4	2.2231188279526677	-2.569249447391473	3.1685415370528984	0.008011136252454736	0.03250680033679545	-2.425351675726174
NXT2	0.5334161704346974	3.3458376528791836	3.1683325266532334	0.008014258342893162	0.03251161959184296	-3.160991874497996
GSR	0.6152296397845243	6.3036398350091165	3.167299432939272	0.008029708152855572	0.032558577786500266	-3.5733414026119434
ZNF593	0.8582190763098332	4.549369105791835	3.1667784473562173	0.008037510798329043	0.032576517059252456	-3.4318463399513846
ABHD11	0.7038843573604785	4.2576668465155265	3.1667452035654726	0.008038008939413336	0.032576517059252456	-3.375542707691809
OSR2	4.398207808583514	0.08384177089176112	3.1665191915819526	0.008041396435905398	0.03257887362684138	-2.6817431132636362
RP11-124L9.2	0.6416229971733975	2.835974966313888	3.166447768908299	0.008042467226617772	0.03257887362684138	-3.0519128451626063
NCAPH2	1.1458923546065325	5.835099954605201	3.1649943398868294	0.0080642886623937	0.03265267980589593	-3.5667352814307307
TOP3A	0.6515648268341314	5.626903957346391	3.1630820184444772	0.008093090544035064	0.03275236522359675	-3.5601185636535475
POLR2F	1.137004431498597	6.280569953481214	3.1620886292242907	0.008108092996375828	0.03280354801576171	-3.5828099121936665
ZNF385B	3.582416034251389	-2.723102364400479	3.161876951314272	0.00811129343056623	0.03280354801576171	-2.4262813362626776
CPA4	5.129375241593454	1.1945179841060378	3.1614140813253355	0.00811829615465732	0.032822757630821646	-2.8092909293012647
TRIM24	0.706502344125143	5.243458286372376	3.160989301160421	0.008124727970350656	0.032840861711804586	-3.5345010282814426
CFB	2.622876441669832	-2.9017568487736143	3.1607407173745905	0.008128494282253098	0.032844275320549524	-2.4165291274424767
DEK	1.1191489656955111	7.32189771611104	3.1604393853323827	0.008133062141083119	0.03285019141831469	-3.582712602720318
MATR3	0.455319788899855	8.582829479046918	3.160032847213904	0.008139228897705552	0.03285019141831469	-3.568062377485597
AC007040.11	2.4769962701074753	2.364287611445649	3.1599765828653315	0.008140082739138547	0.03285019141831469	-2.974603705432963
